ime,datum 
Joan Dix,30.11.1919
Bayazit Gizatullin,01.07.1936
Ariane Ehrat,17.02.1961
Kari Peters,17.11.1985
Josef Nemecky,30.11.1902
Willi Kostinger,14.12.1940
Yiannos Pipis,25.02.1966
Roddy Darragon,31.08.1983
Michi Halilovic,04.09.1983
Richard Tourne,14.01.1951
Christina Rodling,19.12.1970
Magnar Solberg,04.02.1937
Oly Slivets,22.06.1982
Brian Wanek,25.05.1967
Harri Ilkka,23.08.1970
Hector Sutherland,18.07.1927
Kilian Albrecht,13.04.1973
Shohei Tochimoto,21.12.1989
Daniel Weinstein,04.02.1981
Jonathan Myles,24.07.1982
Karl Heinz Wolf,04.07.1951
Teresa Kodelska,13.01.1929
Boris Shilkov,28.06.1927
Akemi Taniguchi,08.07.1937
Dejan Jekovec,22.08.1974
Elisabeth Vathje,17.03.1994
Maj Helen Sorkmo,14.08.1969
Vedrana Vucicevic,14.03.1985
Trevor King,28.05.1960
Richard Zander,03.03.1964
Hansjorg Aschenwald,28.06.1965
Spencer O Brien,02.02.1988
Franz Unterlechner,04.10.1891
Zuzana Babiakova,21.04.1978
Pierrick Bourgeat,28.01.1976
Gunnar Samuelsson,02.05.1927
Cyril Miranda,25.03.1985
Weijiang An,27.08.1983
Adeline Margaret Pryor,01.03.1929
Markus Wasmeier,09.09.1963
Suzanne Thiolliere,10.09.1924
John R Cress,27.01.1935
Staale Sandbech,03.06.1993
Igor Obukhov,04.04.1969
Jakob Arduser,26.02.1939
Christel Pascal Saioni,06.10.1973
Angela Anderes,10.07.1919
Hideko Saito,29.04.1950
Theo Merkel,16.04.1934
Ryo Aono,15.05.1990
Satoru Terao,25.07.1975
Vinjar Slatten,16.07.1990
Vladimir Sakhnov,25.04.1961
Seyed Mojtaba Mirhashemi,21.03.1966
Tanja Karisik,23.07.1991
Fumiko Aoki,22.11.1966
Anni Friesinger,11.01.1977
Janne Leskinen,24.07.1971
Mats Ericson,20.09.1964
Katerina Nash 1,09.12.1977
Vittorio Chierroni,26.05.1917
Krisztina Egyed,26.08.1976
Ulrich Wenger,28.05.1944
Jaana Savolainen,23.01.1964
Alexander Heath,21.09.1978
Kerstin Ahlqvist,11.07.1927
Alisa Drei,09.02.1978
Harri Eloranta,04.12.1963
Christoph Wahrstoetter,18.10.1989
Dimitrios Andreadis,04.02.1942
Simon Wi Rutene,10.03.1966
Cyril Horn,30.11.1904
Caroline Maheux,27.04.1969
Jan Smeekens,11.02.1987
Ingrid Ostler,08.04.1948
Fulvio Valbusa,15.02.1969
Yoshio Ninomine,02.07.1942
Nikolai Ivanov,21.04.1971
Annouk Van Der Weijden,27.06.1986
Werner Hoeger,15.12.1953
Robert Vunderink,28.08.1961
Andre Blatter,29.06.1965
Hans Muller 1,07.03.1931
Chunyan Fu,28.12.1989
Mark Konopacke,26.04.1963
Tamara Schadler,23.04.1977
Bohumir Zeman,26.05.1957
Pietro Vitalini,29.06.1967
Scott Koons,11.04.1976
Thomas Moriggl,23.02.1981
Asser Wallenius,23.07.1902
Alexej Fadeev,10.12.1977
William Cherrell,02.12.1938
Sverre Lassen Urdahl,17.02.1913
Mac Bohonnon,27.03.1995
Yekaterina Lobysheva,13.03.1985
Xin Li 1,31.07.1992
Said Housni,30.11.1948
Herve Flandin,04.06.1965
Gerhard Grimmer,06.04.1943
Jens Weissflog,21.07.1964
Thomas Overend,30.04.1953
Hannu Manninen,17.04.1978
Julia Murray,23.12.1988
Ryan Wedding,14.09.1981
Heinz Inniger,18.12.1980
Naci Ogun,16.07.1944
Olga Selezneva,07.06.1975
Hyo Jean Yoon,06.03.1959
Johann Hafstein,02.02.1979
Daeheon Hwang,05.07.1999
Jani Soininen,12.11.1972
Meidhi Selim Khelifi,01.09.1992
Marc Antoine Gagnon,06.03.1991
Yevgeniy Koschevoy,06.10.1984
Ingolfur Jonsson,17.10.1952
Casey Colby,03.11.1974
Josef Nusser,13.07.1931
Malcolm Hirst,13.06.1945
Andrej Drukarov,10.05.1999
Veronica Isbej,17.11.1976
Mami Sekizuka,11.06.1985
Jim Shea,10.06.1968
Ben Kilner,21.08.1988
Robert Wampfler,
Ingemar Stenmark,18.03.1956
Timo Antila,22.09.1980
Aleksander Aurdal,25.03.1988
Margit Marta Buhler,06.02.1951
Dmitry Dorofeyev,13.11.1976
Vitale Venzi,
Emily Thomas,19.07.1973
Stephanie Joffroy,12.09.1991
Ondrej Bank,27.10.1980
Edmund Bruggmann,15.04.1943
Tariel Zharkymbaev,17.09.1996
Hakon Brusveen,15.07.1927
Emily Cook 1,01.07.1979
Georgia Simmerling,11.03.1989
Colin Campbell Stewart,21.02.1927
Natalia Permyakova,22.05.1970
Konrad Hischier,13.08.1943
Ivana Bulatovic,12.10.1994
Ioan Coliban,06.06.1925
Alfred Eder,28.12.1953
Aaron March,14.05.1986
Tino Edelmann,13.04.1985
Doris Blanc,07.11.1926
Vadim Gusev,16.06.1981
Daniele Debernard,21.07.1954
Gregor Hoop,22.05.1964
Stina Ulrika Karlsson,27.04.1961
Edvin Landsem,27.02.1925
Jinping Wang,11.05.1971
Ricardo Klenk,29.09.1961
Helena Sikolova,25.03.1949
Louise Mackenzie,31.03.1964
Lotte Nogler,27.02.1947
Todd Boonstra,29.05.1962
Oxana Jatskaja,22.09.1978
Emma Fowler,05.06.1979
Salome Bancora,28.02.1993
Pepi Erben,18.01.1928
Matjaz Poklukar,30.01.1973
Terry Palmer,20.02.1952
Mateusz Ligocki,18.06.1982
Hristo Kovatchki,23.03.1967
Trevor Philp,01.05.1992
Gunther Lorenz,17.09.1915
Gottlieb Perren,14.04.1926
Chirine Njeim,04.10.1984
Marco Schafferer,04.05.1984
Kaylin L Richardson,28.09.1984
Ok Hui Kim,06.10.1979
Georgi Georgiev 1,20.10.1987
Charles Guldemond,22.04.1987
Ruth Adolf,
Yasunori Miyabe,05.11.1966
Nicholas Wilson,09.06.1960
Tord Wiksten,30.06.1971
Charles Snelling,17.09.1937
Aluan Ricciardi,26.10.1987
Knut Tangen,21.05.1928
Chandra Crawford,19.11.1983
Zvetelina Abrasheva,27.05.1977
Zbigniew Brodka,08.10.1984
Benjamin Cavet,01.01.1994
Richard Solem,21.06.1926
Ladislav Svanda,14.02.1959
Anne Elvebakk,10.05.1966
Claude Perrot,10.05.1951
George Buta,04.05.1993
Anton Steiner,20.09.1958
Doo Sun Sin,09.05.1976
Vitaly Denisov,27.02.1976
Nils E Hjelmstrom,29.08.1915
Daisuke Murakami,18.05.1983
Sun Hee Yoo,20.05.1966
Robert Stadelmann,23.01.1972
Andreas Gumpold,31.03.1961
Jana Lindsey,18.09.1984
Elizavetta Chesnokova,10.04.1996
Alexey Poltoranin,29.04.1987
Sven Hannawald,09.11.1974
Heidi Beeler,20.11.1931
Viacheslav Driagine,20.09.1940
Kay Thomson,18.02.1964
Doris Trachsel,27.04.1984
Michael Hayboeck,05.03.1991
Roger Pires,12.10.1940
Lasse Ottesen,08.04.1974
Dmitri Sokolov,30.11.1923
India Sherret,29.05.1996
Mark Jensen,12.10.1960
Arman Ted Serebrakian,09.04.1987
Guy Duraffourg,15.12.1936
Nils Backstrom,13.06.1901
Jonathan Guilmette,18.08.1978
Benjamin Eberle,03.03.1963
Rolf Ramgard,30.03.1934
Jong In Han,09.08.1978
Dennis Blundell,17.06.1921
Jozef Marusarz,25.01.1926
Ingenuino Dallago,
Amanda Ammar,06.02.1986
Peter Fill,12.11.1982
Andrey Gridin 1,23.06.1988
Yves Bilodeau,07.02.1962
Roberto Koifman,21.08.1956
Dorota Tlalka,27.04.1963
Francois Place,02.07.1989
Justin Warsylewicz,19.10.1985
Thomas Diethart,25.02.1992
Patrick Burgener,01.06.1994
Hansin Lee,27.02.1988
Dejan Panovski,30.04.1980
Zoran Cosic,03.12.1963
Hajime Tomii,11.12.1940
Kalle Lassila,23.01.1985
Christine Nestler,27.09.1940
Ernst Alm,01.03.1900
Svetlana Novikova,05.09.1974
Barbara Jezersek 1,31.10.1986
John Sands,17.04.1933
Toomas Tiru,18.01.1969
Alexandros Vouxinos,23.11.1919
Johannes Hoepfl,12.08.1995
Colin Coates,04.04.1946
Cecilia Womersley,27.07.1943
Vladimir Melanin,01.12.1933
Shiji Song,18.10.1964
Gottfried Kagi,18.02.1911
Mikhail Kolyada,18.02.1995
Timothy Tetreault,14.03.1970
Walter Malmquist,03.03.1956
Marcel Vogel,09.03.1937
Paavo Nuotio,13.03.1901
Cecile Alzina,25.06.1981
Thomas Prenzel,07.08.1968
Sebastian Brigovic,20.04.1992
Kira Weidle,24.02.1996
Nathan Chen,05.05.1999
Zinaida Amosova,12.01.1950
Mark Mcnee,09.07.1981
Dmitriy Koshkin,20.04.1986
Sondra Van Ert,09.03.1964
Martyna Galewicz,29.01.1989
Sergei Rozhkov,01.04.1972
Kazimierz Dlugopolski,06.07.1950
Vladimir Makeev,11.09.1957
David Bosa,28.04.1992
Rok Benkovic,20.03.1986
Nicolas Dessum,20.02.1977
Leo Visser,13.01.1966
Adam Zampa,13.09.1990
Ylva Nowen,05.01.1970
Zhibek Arapbayeva,08.12.1991
Hae Kyung Kim,07.12.1950
Elio Locatelli,15.04.1943
Ruxandra Nedelcu,30.11.1984
Monika Kaserer,11.05.1952
Michelle Uhrig,20.01.1996
Donna Burke,16.08.1954
Mari Lampinen,11.09.1971
Sandra Schmitt,26.04.1981
Kayo Henmi,12.06.1979
Ivar Sigmundsson,05.05.1942
Gretchen Merrill,02.11.1925
Troy Murphy,13.06.1992
Luis Argel,01.09.1959
Alessandra Pescosta,16.05.1973
Jack Nagel,30.01.1926
Constanze Blum,29.10.1972
Stuart Blakely,15.08.1956
Christine Goitschel,09.06.1944
Gunter Bartnik,20.02.1949
Fikret Oren,10.04.1969
Paul Fargeix,02.06.1955
Jukka Rajala,13.04.1982
Zoe Gillings Brier,14.06.1985
Gustav Slanec,20.05.1913
Klaus Kroell,24.04.1980
Andrzej Bachleda Curus,02.01.1947
Jane Gissing,09.06.1943
Florentin Daniel Nicolae,23.02.1981
Ellen Wiegers,01.05.1980
Andrzej Piekoszewski,30.06.1950
Drago Pudgar,27.09.1949
Anna Lisa Eriksson,21.06.1928
Morgan Arritola,13.05.1986
Dagmar Mair Unter Der Eggen,22.12.1974
Harald Strom,14.10.1897
Ik Hwan Hwang,19.05.1965
Andreas Goldberger,29.11.1972
Kevin Van Der Perren,06.08.1982
Henry Howes,11.10.1928
Marit Bjoergen,21.03.1980
Stein Henrik Tuff,16.08.1974
Takako Oguchi,08.08.1984
Yury Mikhailov,25.07.1930
Pablo Garcia Munoz,16.09.1967
Martin Cater,20.12.1992
Lamine Gueye,18.07.1960
Jackson Wells,21.04.1998
Marco Steinauer,13.04.1976
Roman Ragozin,04.01.1993
Murray Buchan,02.12.1991
Veronika Sabolova,20.03.1980
Severino Menardi,01.11.1910
Svetlana Sleptsova,31.07.1986
Alfred Broadhurst,11.07.1927
Arne Dankers,01.06.1980
Alexis Racloz,09.09.1966
Jean Claude Killy,30.08.1943
Alejandro Guerra,28.09.1965
Goran Johansson 1,12.08.1958
Sabina Valbusa,21.01.1972
Irene Epple,18.06.1957
Carole Montillet,07.04.1973
Lucie Chroustovska,13.01.1972
Jaroslav Sakala,14.07.1969
Maurice Gover,02.05.1932
Volodymyr Siemakov,11.05.1985
Vegard Opaas,11.01.1962
Jerta Schir,12.06.1938
Ernst Biel,18.06.1934
Eva Maria Wernicke,30.09.1953
Michel Rey,03.02.1932
Antoine Deneriaz,06.03.1976
Goksel Demirhan,09.02.1970
Tore V Holvik,21.10.1988
Per Willy Guttormsen,11.06.1942
Song Il Kang,27.07.1994
Carla Tichatschek,06.01.1941
Phil Mahre,10.05.1957
Jon Istad,29.07.1937
Imogene Anna Opton,25.04.1932
Yuri Kliuev,07.10.1960
Martin Fiala,25.01.1968
Enkhee Davaagin,10.01.1968
Per Martin Sunde,23.02.1944
Patrick Pera,17.01.1949
Xaver Kraus,10.12.1934
Angela Paul,27.03.1975
Gunther Mader,24.06.1964
Jonte Grundelius,26.12.1975
Zbigniew Gawior,15.12.1946
Stavros Cristoforidis,20.04.1974
Jon Maardalen,18.08.1895
Yang Yang A,24.08.1976
Stephan Keppler,01.02.1983
Willy Bernath,01.03.1914
Paal Schjetne,06.06.1953
Ulrike Adeberg,29.12.1970
Vanessa Hinz,24.03.1992
Andrea Fendt,31.01.1960
Theodora Mathiesen,05.04.1975
Micheline Joubert,18.06.1945
Michael Trapp,10.07.1988
Lennart Larsson,07.02.1930
Mary Lynette Wilson,12.03.1940
Barbara Lockhart,03.09.1941
Veronika Oberhuber,01.02.1967
Alena Leonova,23.11.1990
Aleksander Rozmuz,18.01.1901
Jaroslav Soukup,12.07.1982
Alang Kim,22.08.1995
Alain Baxter,26.12.1973
Jorge Perez Villanueva,07.09.1961
Richard Donovan,30.11.1901
Panayotis Alexandris,15.08.1949
Ieva Januskeviciute,22.09.1994
Tor Svendsberget,03.11.1947
Ruining Tian,17.01.1997
Masako Hozumi,11.09.1986
Jay Humphry,28.07.1948
Wolfgang Muller 4,19.07.1955
Gabor Mayer,22.01.1959
Weiyi Wang,04.02.1967
Andreas Widholzl,14.10.1976
Qiao Yin,02.07.1985
Emily Nishikawa,26.07.1989
Paavo Puurunen,28.08.1973
Wollert Nygren,24.12.1906
Tiiu Nurmberg,05.01.1982
Helmut Thaler,22.01.1940
Eva Durisinova Kriskova,20.03.1961
Ryoichi Obitani,
Junhong Liu,29.05.1969
Sven Agge,16.06.1925
Chong Ihm Yoon,05.01.1943
Valerie Barizza,14.08.1967
Tenley Albright,18.07.1935
Dieter Speer,24.02.1942
Mathieu Bozzetto,16.11.1973
Jacob Tullin Thams,07.04.1898
Vera Eremenko,13.07.1983
Jeannette Altwegg,08.09.1930
Stefan Karlsson,26.03.1981
Roar Gronvold,19.03.1946
Hans Marr,07.10.1914
Jong Moon Byun,30.10.1976
Maame Biney,28.01.2000
Ales Brezavsek,30.11.1972
Peter Luscher,14.10.1956
Michael Greis,18.08.1976
Joan Groothuysen,06.09.1957
Manni Thofte,28.06.1953
Gaia Bassani Antivari,08.07.1978
Fritz Steuri,
Karl Heinz Munk,11.12.1939
Lara Casanova,25.10.1996
Vladimir Kostin,21.01.1976
Gunther Deckert,14.09.1950
Roberto Carcelen,08.09.1970
Mikkel Dobloug,07.07.1944
Jason Hedstrand,22.09.1975
Xiaoou Ji,09.07.1978
Dionis Vodnev,12.03.1971
Anita Nyman,15.09.1971
Jeannette Korten,31.01.1976
Fred Borre Lundberg,25.12.1969
Lennart Carlsson 1,28.08.1951
Kristan Bromley,07.03.1972
Anton Grimus,27.12.1990
Lyudmila Fedotova,23.04.1986
Eiichi Tanaka,06.05.1941
Ingeborg Helen Marken,23.01.1975
Athanasios Koutsougiannis,03.04.1956
Rudi Cranz,02.09.1918
Rolf Storsveen,22.04.1959
Teodor Peterson,01.05.1988
Kalle Heikkinen,20.02.1908
Alice Lundstrom,15.11.1935
Hansruedi Widmer,04.04.1944
Nikolaos Anastasiadis,16.07.1966
Britta Johansson Norgren,30.03.1983
Sungbin Yun,23.05.1994
Alfredo Prucker,13.05.1926
Georg Zipfel,13.05.1953
Young Hee Kim,23.12.1955
Shuichi Sekiya,11.06.1969
Jean Ethel Stanford,30.09.1926
Berit Salomonson,02.08.1951
Seien Kin,07.01.1914
Don Johnson,11.06.1922
Filip Flisar,28.09.1987
Gregor Holl,26.06.1911
Geir Holte,03.10.1959
Franz Pfnur,21.11.1908
Isamo Sekiguchi,28.10.1910
Grete Weikert,25.09.1914
Miroslav Rypl,17.03.1992
Florian Wilmsmann,21.01.1996
Pawel Jaroszek,07.01.1972
Florent Claude,11.11.1991
Franz Vogler,15.08.1944
Dino Pompanin,18.03.1930
Edward Roy Tutty,30.11.1929
Ueli Schnider,29.03.1990
Maurice Lafforgue,26.03.1915
Pavel Benc,10.07.1963
Jan Kristiansen,22.05.1934
Andrea Limbacher,25.07.1989
Jesper Tjader,22.05.1994
Manfred Beer,02.12.1953
Zeno Colo,30.06.1920
Clemens Schattschneider,07.02.1992
Pavel Nabokikh,13.07.1989
Marina Pylaeva,12.08.1966
Takashi Kitamura,15.05.1977
Sandra Parpan,07.11.1967
Hiroyuki Imai,12.03.1970
Richard William Taylor,23.01.1938
Georges Schneider,11.07.1925
Steven Lee,07.08.1962
Mikael Flygind Larsen,18.09.1982
Boris Yakimov,30.11.1932
Hubert Kopfler,19.09.1935
Chikako Fushimi,21.06.1974
Daniel Drezet,03.02.1952
Elin Nilsen,12.08.1968
Andrew Nicholson,12.07.1970
Alex Beaulieu Marchand,03.03.1994
Jeffrey Davis,19.03.1958
Jorge F Birkner Ketelhohn,26.06.1990
Dag Bjorndalen,02.04.1970
Joeri Kindschi,08.10.1986
Eileen Seigh,27.12.1928
David Zwilling,24.08.1949
Li Zhang,14.01.1963
Nikolay Karpenko,10.08.1981
Franz Wilhelmer,29.07.1960
Ho Jun Kim 1,01.05.1990
Kea Kuehnel,16.03.1991
Mario Stecher,17.07.1977
Claus Tuchscherer,14.01.1955
Barbara Jezersek,31.10.1986
Magdalini Kalomirou,07.09.1979
Hitomi Saito,09.07.1990
William Robert Arnott,13.10.1922
Aleksey Yesin,03.12.1987
Karin Dedler,02.02.1963
Miran Ravter,14.02.1972
Alice Fischer,20.07.1932
Gabriela Svobodova,27.02.1953
Manuela Mueller,07.10.1980
Nilo Zandanel,08.11.1937
Gunnar Hjeltnes,25.12.1922
Sandrine Bailly,25.11.1979
Michelle Steele,08.03.1986
Hans Egger,20.03.1962
Drew Neilson,15.06.1974
Olga Danilova,10.06.1970
Milla Jauho,10.07.1975
Ed Podivinsky,08.03.1970
Go Yamamoto,27.01.1995
Maria Grazia Marchelli,01.06.1932
Audun Groenvold,28.02.1976
Louie Vito,20.03.1988
Uschi Disl,15.11.1970
Bonnie Blair,18.03.1964
Julien Robert,11.12.1974
Cornelia Thomas,28.06.1960
Reiichi Mikata,14.01.1967
Lena Haecki,01.07.1995
Glen Eberle,06.05.1963
Csaba Madarasz,20.04.1968
Ivo Mahlknecht,21.05.1939
Aasa Windahl,27.11.1972
Carole Merle,24.01.1964
Jonathan Felisaz,26.10.1985
Nikolay Nogovizyn,07.01.1948
Shuang Zhang,10.09.1986
Jean Paul Giachino,03.01.1963
Manabu Suzuki,28.07.1946
Stefan Zelger,09.09.1995
Denis Nikisha,07.08.1995
Frank Worndl,28.06.1959
Karianne Christiansen,24.02.1949
Nada Birko,02.01.1931
Bruno Reuteler,02.04.1971
Luis De Ridder,23.02.1928
Jaqueline Mourao,27.12.1975
Russell Henshaw,07.06.1990
Anna Archibald,14.09.1959
Irving Jaffee,15.09.1906
Christine Errath,29.12.1956
Mattias Blomberg,01.04.1976
Sunoo Kwon,14.01.1999
Kathy Salmon,23.03.1968
Takamitsu Tsubokawa,
Veronika Sarec,08.05.1968
Lou Dijkstra,07.05.1909
Stefan Hoehener,13.06.1980
Vladimir Resl,03.03.1953
Daria Starostina,19.10.1982
Aurelie Revillet,13.02.1986
Kristin Stoermer Steira,30.04.1981
Tor Skeie,08.08.1965
Jan Friesinger,20.11.1980
Jaromir Radke,28.05.1969
Eva A Hoog,04.03.1928
Sami Jauhojaervi,05.05.1981
Toshihiro Hanada,07.08.1960
Erwin Hari,16.10.1933
Alisa Camplin,10.11.1974
Martin Pfurtscheller,07.03.1968
Mateja Svet,16.08.1968
Christina Eklund,19.01.1970
Pia Riva,04.04.1935
Hui Ren,11.08.1983
Matjaz Vrhovnik,06.05.1972
Sara Studebaker,07.10.1984
David Madjar,09.12.1920
Alisa Zhambalova,13.09.1994
Christian Rijavec,18.04.1972
Aram Hajiyan,04.05.1979
Samaneh Beyrami Baher,12.06.1991
Ginette Seguin,19.04.1934
Albert Graf,17.04.1955
Liselotte Johansson,21.07.1970
Paul Gray,12.08.1969
Alan Luke,17.06.1959
Fraenzi Aufdenblatten,10.02.1981
Jae Bong Choi,19.06.1980
Laetitia Hubert,23.06.1974
Nataliia Popova,15.09.1993
Andrey Verveykin,03.01.1966
Ignacio Birkner,25.04.1971
Renato Ulrich,14.12.1983
Annie Famose,16.06.1944
Viktor Pasichnyk,02.12.1992
Sylvia Honegger,25.04.1968
Mathias Weissenbacher,03.02.1992
Werner Moring,27.10.1937
Scott Kendall,13.01.1959
Graham Sharp,19.12.1917
Heigoro Kuriyagawa,
Sylvette Grassi,25.07.1949
Jouko Karjalainen,27.07.1956
Norbert Huber,03.09.1964
Martin Schmitt,29.01.1978
Glenn Jobe,05.03.1951
Jiri Musil,21.06.1965
Perttu Hyvarinen,05.06.1991
Jeremy Wotherspoon,26.10.1976
Harold James Tobin,26.11.1944
Christine Davy,13.12.1936
John Wickstrom,23.04.1927
Fredrik Wickman,22.02.1958
Dmitry Lobkov,02.02.1981
Hyun Ki Kim,09.02.1983
Roman Leybyuk,16.01.1977
Joji Kato,06.02.1985
Stanley Dunklee,14.08.1954
Karin Oberhofer,03.11.1985
Elizaveta Ukolova,12.03.1998
Luvsandashin Dorzh,15.07.1943
Michelle Kwan,07.07.1980
Marianne Jahn,14.12.1942
Ben Sandford,12.03.1979
Max Golser,04.05.1940
Mika Myllyla,12.09.1969
Toshiaki Imamura,11.05.1962
Jozef Gasienica Daniel,15.06.1945
Priit Narusk,08.12.1977
Nike Bent,01.12.1981
Birger Torrissen,13.09.1901
Elizabeth Youngman,04.08.1959
Vladimir Iliev,17.03.1987
Bjoern Kircheisen,06.08.1983
Dmitry Loginov,02.02.2000
Lucienne Schmidt Couttet,27.11.1926
Kevin Ellis,29.06.1973
Dmitry Trelevski,14.11.1983
Edith Zimmermann,01.11.1941
Karolina Bosiek,20.02.2000
Jirina Nekolova,30.12.1931
Caroline Poussier,13.06.1976
Theodor Sele,20.04.1931
Holly Brooks,17.04.1982
Laurien Van Der Graaff,14.10.1987
Regina Schopf,16.09.1935
Jussi Oksanen,09.05.1979
Emese Antal,13.02.1971
Guizhen Wang,14.01.1961
Georgette Miller Thiolliere,07.05.1920
Andrej Filischkin,17.01.1975
Giorgio Di Centa,07.10.1972
Gerhard Strutz,02.04.1943
Arisa Murata,17.10.1990
Nadia Livers,17.10.1979
Jaimee Eggleton,26.06.1964
Istvan Olah Nelu,25.01.1972
Brian Pockar,27.10.1959
Yu Ting Huang,29.03.1988
Wilhelm Pick,04.01.1917
Jozsef Merenyi,19.04.1928
Jiri Malec,24.11.1962
Dmitri Botshkarov,28.12.1958
Craig Branch,11.02.1977
Bojan Samardija,05.12.1985
Hidezo Takahashi,01.05.1942
Brynja Thorsteinsdottir,29.03.1977
Damon Hayler,06.07.1976
Jurgen Eberwein,10.11.1945
Katrien Aerts,15.03.1976
Fritzi Metznerova,16.12.1910
Ingvild Flugstad Oestberg,09.11.1990
Erkan Mermut,22.09.1963
Vincent De Haitre,16.06.1994
Bernard Charvin,28.09.1947
Julia Mancuso,09.03.1984
Alexander Panzhinskiy,16.03.1989
Yoon Soo Ra,20.08.1962
Richard Nizielski,27.07.1968
Sergey Naumik,08.10.1985
Stanley Hayer,19.07.1973
Andreas Ehrig,20.10.1959
Franz Haslberger,03.12.1914
Jeremy John Bujakowski,30.03.1939
Lois Butler,03.11.1897
Marko Vukicevic,27.10.1992
Leif Nordgren,18.05.1989
Seung Wook Hur,25.04.1972
Norbert Loch,11.03.1962
Vesa Rosendahl,05.12.1975
Michal Kalwa,09.08.1978
Evan Mceachran,06.03.1997
Cornelia Proll,21.01.1961
Kazuko Ikeda,02.08.1974
Nicolas Jean Prost,01.05.1967
Yan Liu,30.08.1984
Rok Flander,26.06.1979
Beat Feuz,11.02.1987
Anna Bozsik,31.10.1965
Gerard Van Velde,30.11.1971
Johan Rojler,11.11.1981
Kaya Turski,03.05.1988
Willy Olsen,28.02.1950
Alan Stewart,19.09.1955
Roald Larsen,02.01.1898
Leanne Smith,28.05.1987
Jozef Rysula,13.03.1939
Fleur Maxwell,05.08.1988
Ann Marie Pelchat,30.05.1974
Maurizio Pozzi,25.06.1970
Aleksei Urmanov,17.11.1973
Sonja Manzenreiter,18.07.1975
Willy Raine,05.01.1970
Dian Fa Zhu,30.09.1964
Elfriede Spiegelhauer,03.09.1934
Yamato Tamura,28.05.1979
Kurt Browning,18.06.1966
Koichi Sato 1,06.02.1956
Josef Ferstl 1,29.12.1988
Fredrik Johansson,14.07.1974
Paula Dufter,29.08.1950
Liodmila Gourieva,12.03.1977
Dominik Windisch,06.11.1989
Thierry Lamberton,18.10.1966
Franco Colturi,26.08.1970
Stefan Hadalin,06.06.1995
Enrique De Ridder,21.12.1958
Olga Lichkina,17.07.1968
Renato De Riva,07.05.1937
Chris Cook,15.06.1980
Hikaru Oe,03.08.1995
John Crammond,05.07.1906
Marie Lindgren,26.03.1970
Stanislav Pokhilko,14.06.1975
Benny Sodergren,23.06.1948
Ladislav Rygl 1,15.05.1976
Marion Josserand,06.10.1986
Alex Fiva,29.01.1986
Glenn Rupertus,26.07.1964
